Date,Close,대비,등락률,Open,High,Low,Volume,거래대금,시가총액,상장주식수,RSI,RSI_9,OBV,MA5,MA20,MA60,OBV_20
2023-06-16,2576,9,0.33,2588,2729,2516,214695,655360535,28110718700,9308185,66.54366543665438,38.1074168797954,6690132,2542.6,2426.0,,3449579.75
2023-06-19,2567,-9,-0.33,2576,2593,2499,61240,182190445,28017636850,9308185,66.87268232385662,39.733333333333334,6628892,2551.0,2442.2,,3767727.35
2023-06-20,2529,-38,-1.5,2635,2802,2512,827843,2581609280,27598768525,9308185,64.17556346381969,40.270270270270274,5801049,2544.2,2456.5,,4044482.8
2023-06-21,2567,38,1.52,2507,2567,2482,70611,209672555,28017636850,9308185,66.70506912442397,57.89473684210526,5871660,2561.2,2471.85,,4324289.9
2023-06-22,2550,-17,-0.66,2533,2657,2533,132094,401670260,27831473150,9308185,64.04230317273795,52.631578947368425,5739566,2557.8,2484.2,,4596877.75
2023-06-23,2563,13,0.5,2546,2580,2499,58766,174180640,27971095925,9308185,39.52569169960474,55.79268292682927,5798332,2555.2,2496.55,,4871178.9
2023-06-26,2627,64,2.5,2571,2661,2554,174146,533552895,28669209800,9308185,48.440366972477065,59.03954802259887,5972478,2567.2,2512.55,,5154767.05
2023-06-27,2610,-17,-0.65,2652,2725,2588,302800,945707940,28483046100,9308185,50.86705202312138,72.06896551724138,5669678,2583.4,2528.35,,5424634.5
2023-06-28,2674,64,2.45,2610,2776,2610,528155,1673242520,29181159975,9308185,65.86345381526104,69.88847583643123,6197833,2604.8,2547.55,,5722258.55
2023-06-29,2593,-81,-3.03,2661,2665,2576,170351,519971935,28296882400,9308185,55.33807829181495,52.49266862170088,6027482,2613.4,2563.35,,6013619.05
2023-06-30,2461,-132,-5.1,2593,2606,2431,138385,402769740,26854113725,9308185,45.335276967930035,38.57758620689655,5889097,2593.0,2570.85,,6296628.0
2023-07-03,2507,46,1.91,2465,2520,2439,43630,126835275,27366063900,9308185,45.96541786743516,47.66949152542373,5932727,2569.0,2562.75,,6161993.95
2023-07-04,2469,-38,-1.53,2546,2546,2405,70244,201685185,26947195575,9308185,49.00153609831029,39.61864406779661,5862483,2540.8,2554.0,,6119841.5
2023-07-05,2380,-89,-3.63,2495,2495,2333,81501,229405350,25969836150,9308185,35.72519083969466,34.375,5780982,2482.0,2542.95,,6090440.15
2023-07-06,2341,-39,-1.61,2380,2439,2290,70046,190348370,25550967825,9308185,32.846715328467155,30.526315789473685,5710936,2431.6,2534.2,,6067800.85
2023-07-07,2362,21,0.91,2286,2409,2252,47895,130096665,25783672450,9308185,35.294117647058826,24.857685009487668,5758831,2411.8,2525.65,,6039081.05
2023-07-10,2320,-42,-1.81,2362,2362,2290,37579,101546235,25318263200,9308185,35.092724679029956,23.731884057971016,5721252,2374.4,2515.4,,6012356.05
2023-07-11,2311,-9,-0.37,2324,2337,2294,44539,120564830,25225181350,9308185,30.95238095238095,13.48088531187122,5676713,2342.8,2502.8,,5976305.0
2023-07-12,2320,9,0.37,2316,2362,2298,35985,97584740,25318263200,9308185,32.68072289156626,17.882352941176478,5712698,2330.8,2494.7,,5945912.9
2023-07-13,2362,42,1.84,2320,2405,2311,30572,83819060,25783672450,9308185,35.497835497835496,35.223880597014926,5743270,2335.0,2484.45,,5909304.55
2023-07-14,2307,-55,-2.35,2362,2362,2298,42266,114896335,25178640425,9308185,26.608187134502927,20.930232558139537,5701004,2324.0,2471.0,,5859848.15
2023-07-17,2311,4,0.18,2397,2397,2230,56387,151907620,25225181350,9308185,27.719821162444106,24.516129032258064,5757391,2322.2,2458.2,,5816273.1
2023-07-18,2226,-85,-3.69,2316,2333,2226,43012,114019500,24294362850,9308185,17.630057803468205,24.83660130718954,5714379,2305.2,2443.05,,5811939.6
2023-07-19,2239,13,0.57,2230,2239,2188,26743,69468160,24433985625,9308185,21.634615384615387,31.785714285714292,5741122,2289.0,2426.65,,5805412.7
2023-07-20,2281,42,1.9,2226,2294,2213,19080,50349800,24899394875,9308185,33.14606741573034,36.54485049833886,5760202,2272.8,2413.2,,5806444.5
2023-07-21,2243,-38,-1.68,2260,2260,2226,18523,48731160,24480526550,9308185,24.90494296577947,37.03703703703703,5741679,2260.0,2397.2,,5803611.85
2023-07-24,2090,-153,-6.84,2235,2235,2081,98788,245130770,22805053250,9308185,20.436817472698905,24.94331065759637,5642891,2215.8,2370.35,,5787132.5
2023-07-25,2026,-64,-3.06,2102,2119,1991,44082,105687775,22106939375,9308185,21.266233766233768,20.36290322580645,5598809,2175.8,2341.15,,5783589.05
2023-07-26,1846,-180,-8.84,2026,2026,1834,126218,279594170,20152220525,9308185,17.305151915455752,9.305993690851736,5472591,2097.2,2299.75,,5747326.95
2023-07-27,1927,81,4.39,1846,1940,1846,34007,75244855,21036498100,9308185,23.378212974296204,21.212121212121204,5506598,2026.4,2266.45,2368.4666666666667,5721282.75
2023-07-28,1957,30,1.55,1936,1987,1936,28263,64947375,21362284575,9308185,27.453416149068318,24.198250728862973,5534861,1969.2,2241.25,2363.9166666666665,5703570.95
2023-07-31,1966,9,0.44,2013,2013,1936,33585,77264235,21455366425,9308185,28.57142857142857,28.688524590163922,5568446,1944.4,2214.2,2359.016666666667,5685356.9
2023-08-01,2043,77,3.9,1991,2043,1974,27212,63598690,22293103075,9308185,34.13516609392897,35.459940652818986,5595658,1947.8,2192.9,2355.25,5672015.65
2023-08-02,2060,17,0.84,2102,2102,2060,29745,72141075,22479266775,9308185,32.19339622641509,32.973805855161785,5625403,1990.6,2176.9,2352.133333333333,5664236.7
2023-08-03,2260,200,9.73,2060,2559,2017,1419077,3872264610,24666690250,9308185,47.63343403826787,51.04808877928484,7044480,2057.2,2172.85,2352.85,5730913.9
2023-08-04,2132,-128,-5.66,2115,2183,2017,367355,896291760,23270462500,9308185,41.98746642793196,52.671755725190835,6677125,2092.2,2161.35,2351.0666666666666,5776828.6
2023-08-07,2307,175,8.2,2132,2418,2115,391871,1052554375,25178640425,9308185,53.355426677713346,65.6633221850613,7068996,2160.4,2160.7,2351.7833333333333,5844215.8
2023-08-08,2171,-136,-5.91,2281,2499,2171,542329,1478747970,23689330825,9308185,47.44360902255639,69.05041031652989,6526667,2186.0,2153.7,2347.883333333333,5886713.5
2023-08-09,2239,68,3.14,2239,2345,2162,123447,321360695,24433985625,9308185,48.45132743362832,68.57142857142857,6650114,2221.8,2149.65,2344.55,5933584.3
2023-08-10,2239,0,0.0,2256,2294,2175,74913,196459165,24433985625,9308185,49.84825493171472,67.40740740740742,6650114,2217.6,2143.5,2345.266666666667,5978926.5
2023-08-11,2222,-17,-0.76,2286,2286,2200,42799,112258475,24247821925,9308185,55.58375634517767,65.6479217603912,6607315,2235.6,2139.25,2345.4166666666665,6024242.05
2023-08-14,2256,34,1.54,2235,2350,2230,89563,240536035,24620149325,9308185,59.982638888888886,63.74193548387097,6696878,2225.4,2136.5,2345.633333333333,6071216.4
2023-08-16,2217,-39,-1.7,2256,2341,2217,109394,290856455,24201281000,9308185,68.34817012858556,59.849435382685066,6587484,2234.6,2136.05,2345.2,6114871.65
2023-08-17,2047,-170,-7.69,2196,2196,1898,120497,287397925,22339644000,9308185,55.45454545454546,36.11473272490221,6466987,2196.2,2126.45,2341.65,6151164.9
2023-08-18,1979,-68,-3.33,2047,2047,1945,47392,109803650,21594989200,9308185,50.96660808435853,39.17963224893918,6419595,2144.2,2111.35,2336.25,6184134.55
2023-08-21,1945,-34,-1.72,1966,2038,1919,25453,58843330,21222661800,9308185,49.09716251074806,18.021201413427562,6394142,2088.8,2096.45,2330.0666666666666,6216757.7
2023-08-22,2000,55,2.85,2077,2077,1936,30093,69884410,21827693825,9308185,48.115687992988605,32.371134020618555,6424235,2037.6,2091.95,2324.95,6255824.9
2023-08-23,2597,597,29.85,2017,2597,1996,1559372,4469004510,28343423325,9308185,65.60139453805927,67.65285996055226,7983607,2113.6,2120.5,2330.0,6375064.8
2023-08-24,2435,-162,-6.24,3023,3070,2320,3776512,11883626610,26574868175,9308185,55.19904931669638,58.33333333333334,4207095,2191.2,2149.95,2332.4166666666665,6311790.0
2023-08-25,2294,-141,-5.78,2507,2525,2230,513344,1407527330,25039017650,9308185,54.775943396226424,52.769230769230774,3693751,2254.2,2168.3,2332.7,6221147.65
2023-08-28,2380,86,3.72,2294,2490,2217,496227,1353868555,25969836150,9308185,52.2713130056005,54.58579881656805,4189978,2341.2,2189.45,2333.85,6153903.5
2023-08-29,2384,4,0.18,2439,2900,2286,2306103,7074953460,26016377075,9308185,57.22033898305085,56.34016704631738,6496081,2418.0,2210.35,2329.1,6200285.25
2023-08-30,2316,-68,-2.86,2414,2414,2307,215082,592452800,25271722275,9308185,52.610169491525426,61.06995884773662,6280999,2361.8,2224.0,2323.633333333333,6234552.3
2023-08-31,2281,-35,-1.47,2316,2431,2239,143529,388132825,24899394875,9308185,51.390728476821195,62.77495769881557,6137470,2331.0,2235.05,2318.3,6260155.65
2023-09-01,2132,-149,-6.54,2294,2294,2119,144515,375446830,23270462500,9308185,47.25943970767357,57.208943716268315,5992955,2298.6,2228.65,2311.9,6207579.4
2023-09-04,2217,85,4.0,2154,2230,2115,76601,195261070,24201281000,9308185,48.84819846426462,58.176337603617185,6069556,2266.0,2232.9,2306.633333333333,6177200.95
2023-09-05,2183,-34,-1.54,2230,2286,2162,110256,287175880,23828953600,9308185,48.99289099526066,22.905759162303667,5959300,2225.8,2226.7,2300.9333333333334,6121716.15
2023-09-06,2166,-17,-0.78,2286,2286,2162,37933,97930410,23642789900,9308185,53.876221498371336,28.271405492730196,5921367,2195.8,2226.45,2294.3166666666666,6091451.15
2023-09-07,2145,-21,-0.98,2217,2217,2102,47745,119541735,23410085275,9308185,55.577956989247305,35.07014028056112,5873622,2168.6,2221.75,2288.7,6052626.55
2023-09-08,2154,9,0.4,2124,2158,2081,58351,143863395,23503167125,9308185,57.142857142857146,23.222748815165872,5931973,2173.0,2217.5,2281.8166666666666,6016719.5
2023-09-11,2141,-13,-0.59,2205,2205,2115,36669,91971830,23363544350,9308185,54.9612948627727,21.809744779582374,5895304,2157.8,2213.45,2274.5666666666666,5981118.95
2023-09-12,2107,-34,-1.59,2145,2209,2094,76529,193151340,22991216950,9308185,21.44522144522145,23.677581863979853,5818775,2142.6,2206.0,2266.9,5937213.8
2023-09-13,2060,-47,-2.23,2107,2162,2055,48214,117617840,22479266775,9308185,24.764468371467018,22.98288508557458,5770561,2121.4,2198.15,2259.0833333333335,5896367.65
2023-09-14,2081,21,1.04,2128,2128,2060,23826,58238855,22711971400,9308185,32.90529695024077,40.9252669039146,5794387,2108.6,2199.85,2250.983333333333,5862737.65
2023-09-15,2072,-9,-0.41,2141,2145,2064,26215,64439740,22618889550,9308185,21.794871794871796,14.63414634146342,5768172,2092.2,2204.5,2243.016666666667,5830166.5
2023-09-18,2043,-29,-1.44,2072,2124,2043,40689,97938315,22293103075,9308185,20.140105078809114,15.0,5727483,2072.6,2209.4,2234.35,5796833.55
2023-09-19,2043,0,0.0,2026,2141,2004,117440,283557170,22293103075,9308185,22.86282306163021,16.393442622950815,5727483,2059.8,2211.55,2224.616666666667,5761995.95
2023-09-20,2094,51,2.51,2043,2145,2009,83616,205318380,22851594175,9308185,31.984585741811173,38.02816901408451,5811099,2066.6,2186.4,2216.016666666667,5653370.55
2023-09-21,2013,-81,-3.87,2136,2136,1957,85944,201248365,21967316600,9308185,36.807095343680714,25.263157894736835,5725155,2053.0,2165.3,2205.0,5729273.55
2023-09-22,2013,0,0.0,2013,2013,1940,70151,161163935,21967316600,9308185,22.131147540983605,26.470588235294116,5725155,2041.2,2151.25,2195.3333333333335,5830843.75
2023-09-25,1893,-120,-5.93,2013,2030,1872,60679,137898985,20664170700,9308185,17.92035398230088,20.111731843575413,5664476,2011.2,2126.9,2185.866666666667,5904568.65
2023-09-26,1834,-59,-3.15,1893,1979,1834,66258,144835200,20012597750,9308185,16.39676113360325,19.459459459459467,5598218,1969.4,2099.4,2174.65,5859675.5
2023-09-27,1910,76,4.19,1851,1957,1851,18866,41750915,20850334400,9308185,28.597449908925313,29.882352941176464,5617084,1932.6,2079.1,2165.3333333333335,5826479.75
2023-10-04,1919,9,0.45,1923,2017,1910,69964,159707380,20943416250,9308185,28.597449908925313,32.0,5687048,1913.8,2061.0,2157.65,5803958.65
2023-10-05,1872,-47,-2.44,1902,1936,1851,29467,65221000,20431466075,9308185,26.92967409948541,30.699774266365694,5657581,1885.6,2048.0,2149.8333333333335,5787189.95
2023-10-06,2431,559,29.84,1889,2431,1872,664145,1780640290,26528327250,9308185,64.62093862815885,69.36127744510978,6321726,1993.2,2058.7,2150.983333333333,5799798.45
2023-10-10,2350,-81,-3.33,2640,2768,2145,3500863,10079179325,25644049675,9308185,62.69702276707531,62.4031007751938,2820863,2096.4,2067.05,2151.483333333333,5642876.6
2023-10-11,2362,12,0.54,2303,2362,2230,573185,1544893275,25783672450,9308185,62.40070609002648,68.12045690550363,3394048,2186.8,2076.85,2152.3333333333335,5516510.65
2023-10-12,2320,-42,-1.81,2337,2380,2252,383603,1037064450,25318263200,9308185,60.63464837049743,65.27363184079601,3010445,2267.0,2085.6,2152.3333333333335,5373351.8
2023-10-13,2158,-162,-6.99,2277,2320,2149,202246,521093085,23549708050,9308185,54.4264819091609,62.65520534861509,2808199,2324.2,2085.8,2148.9333333333334,5217163.1
2023-10-16,2004,-154,-7.11,2175,2209,2000,211556,507703210,21874234750,9308185,48.65794907088782,57.443082311733804,2596643,2238.8,2078.95,2143.883333333333,5052230.05
2023-10-17,2030,26,1.28,1983,2090,1979,111116,265776910,22153480300,9308185,47.75910364145658,55.494505494505496,2707759,2174.8,2075.1,2139.2,4896679.25
2023-10-18,2030,0,0.0,2034,2090,1974,77213,183502565,22153480300,9308185,50.631031922791394,55.124653739612185,2707759,2108.4,2073.6,2135.9333333333334,4743539.15
2023-10-19,1957,-73,-3.57,2009,2034,1919,122503,281716480,21362284575,9308185,48.028169014084504,53.832281334535615,2585256,2035.8,2067.4,2131.233333333333,4583082.6
2023-10-20,1991,34,1.74,1940,2051,1885,130448,297217590,21734611975,9308185,53.67316341829085,12.328767123287676,2715704,2002.4,2063.35,2126.4,4430459.2
2023-10-23,1991,0,0.0,1962,2043,1927,111138,258386425,21734611975,9308185,56.15686274509804,14.314115308151102,2715704,1999.8,2060.75,2122.2,4279870.25
2023-10-24,1970,-21,-1.07,2004,2026,1927,138114,320873195,21501907350,9308185,52.459016393442624,11.71875,2577590,1987.8,2057.1,2120.2,4122375.6
2023-10-25,2047,77,3.9,1987,2060,1979,66225,156503570,22339644000,9308185,54.96894409937888,25.04570383912248,2643815,1991.2,2054.75,2120.55,3964011.4
2023-10-26,1902,-145,-7.08,1970,2021,1889,76222,172236200,20757252550,9308185,51.08225108225108,25.849056603773576,2567593,1980.2,2049.2,2121.483333333333,3806133.3
2023-10-27,1945,43,2.24,1902,1962,1868,60423,134342065,21222661800,9308185,22.06896551724138,42.95942720763723,2628016,1971.0,2045.8,2121.7833333333333,3651276.35
2023-10-30,1919,-26,-1.32,1949,1962,1889,33207,74420825,20943416250,9308185,23.55828220858895,36.75417661097852,2594809,1956.6,2047.1,2121.15,3497793.0
2023-10-31,1855,-64,-3.33,1936,1996,1855,58751,130893265,20245302375,9308185,20.76124567474048,31.8840579710145,2536058,1933.6,2048.15,2119.3,3344685.0
2023-11-01,1876,21,1.15,1846,1962,1842,47193,103655085,20478007000,9308185,23.758865248226954,40.60324825986079,2583251,1899.4,2046.45,2116.516666666667,3192993.35
2023-11-02,1927,51,2.73,1889,1940,1885,28994,64972695,21036498100,9308185,34.28571428571429,42.857142857142854,2612245,1904.4,2046.85,2114.3,3039253.2
2023-11-03,1962,35,1.77,1979,1991,1915,43763,99698960,21408825500,9308185,46.59090909090909,46.997929606625256,2656008,1907.8,2051.35,2109.3333333333335,2889174.55
2023-11-06,2000,38,1.96,1996,2030,1966,33826,79217530,21827693825,9308185,47.61146496815287,53.0,2689834,1924.0,2029.8,2107.133333333333,2707579.95
2023-11-07,1970,-30,-1.49,2000,2004,1949,44837,104009075,21501907350,9308185,45.44072948328268,41.501103752759384,2644997,1947.0,2010.8,2101.516666666667,2698786.65
2023-11-08,2013,43,2.16,1970,2030,1962,45215,105200535,21967316600,9308185,54.45859872611465,65.81196581196582,2690212,1974.4,1993.35,2098.883333333333,2663594.85
2023-11-09,2009,-4,-0.21,2034,2034,1936,24622,57495655,21920775675,9308185,51.50501672240802,60.256410256410255,2665590,1990.8,1977.8,2095.05,2646352.1
2023-11-10,1962,-47,-2.34,2009,2013,1915,47921,110046415,21408825500,9308185,47.751937984496124,56.45645645645646,2617669,1990.8,1968.0,2090.4333333333334,2636825.6
2023-11-13,1987,25,1.3,1962,2009,1936,24477,56774345,21688071050,9308185,51.30970724191063,72.44897959183673,2642146,1988.2,1967.15,2086.516666666667,2639100.75
2023-11-14,2000,13,0.64,1936,2013,1936,22452,52397355,21827693825,9308185,45.98290598290598,71.67832167832168,2664598,1994.2,1965.65,2082.25,2636942.7
2023-11-15,1983,-17,-0.85,2021,2038,1953,79096,183420310,21641530125,9308185,58.862144420131294,61.11111111111111,2585502,1988.2,1963.3,2078.35,2630829.85
2023-11-16,1983,0,0.0,2013,2026,1979,22603,53019575,21641530125,9308185,54.589371980676326,54.83870967741936,2585502,1983.0,1964.6,2077.2833333333333,2630842.15
2023-11-17,1932,-51,-2.58,1996,1996,1919,37555,85621090,21083039025,9308185,51.48063781321184,35.21739130434783,2547947,1977.0,1961.65,2076.5,2622454.3
2023-11-20,1945,13,0.66,1949,1974,1932,29012,66048365,21222661800,9308185,61.5979381443299,44.13145539906103,2576959,1968.6,1959.35,2076.5,2615517.05
2023-11-21,1983,38,1.97,1983,1987,1927,19183,44055605,21641530125,9308185,63.20987654320988,42.78846153846154,2596142,1965.2,1960.0,2076.2166666666667,2616444.65
2023-11-22,1945,-38,-1.94,1983,2000,1945,30351,70396280,21222661800,9308185,52.295918367346935,36.77685950413224,2565791,1957.6,1954.9,2065.35,2612543.45
2023-11-23,1936,-9,-0.44,1949,1970,1923,17687,40335645,21129579950,9308185,46.448087431693985,43.627450980392155,2548104,1948.2,1956.6,2057.0333333333333,2611569.0
2023-11-24,1979,43,2.2,1953,1979,1949,28837,66532970,21594989200,9308185,47.16981132075472,48.1981981981982,2576941,1957.6,1958.3,2051.7833333333333,2609015.25
2023-11-27,1919,-60,-3.02,1979,1991,1919,39413,89866135,20943416250,9308185,43.64089775561097,34.94423791821562,2537528,1952.4,1958.3,2044.1,2606151.2
2023-11-28,1949,30,1.56,1915,1953,1889,35488,79226020,21269202725,9308185,41.75257731958763,43.97163120567376,2573016,1945.6,1963.0,2036.85,2607999.1
2023-11-29,1923,-26,-1.31,1949,1953,1876,36190,80738890,20989957175,9308185,39.51219512195122,40.25974025974026,2536826,1941.2,1965.35,2030.3,2605677.85
2023-11-30,1936,13,0.67,1927,1953,1876,37954,85756100,21129579950,9308185,46.54255319148936,50.74074074074075,2574780,1941.2,1965.8,2024.55,2603804.6
2023-12-01,1915,-21,-1.1,1940,1953,1915,25993,58889605,20896875325,9308185,40.32258064516129,44.60431654676259,2548787,1928.4,1963.45,2020.9333333333334,2598443.55
2023-12-04,1919,4,0.22,1915,1919,1859,43068,95233495,20943416250,9308185,38.84297520661157,36.88524590163934,2591855,1928.4,1959.4,2015.9666666666667,2593544.6
2023-12-05,1940,21,1.11,1953,2009,1898,147902,339177545,21176120875,9308185,44.141689373297005,48.89867841409691,2739757,1926.6,1957.9,2011.9166666666667,2598282.6
2023-12-06,1974,34,1.76,1940,1991,1919,62394,143191930,21548448275,9308185,48.87780548628429,57.53968253968254,2802151,1936.8,1955.95,2008.7166666666667,2603879.55
2023-12-07,1915,-59,-3.02,1974,1974,1868,82985,183924955,20896875325,9308185,47.92176039119804,38.059701492537314,2719166,1932.6,1951.25,2004.8833333333334,2606558.35
2023-12-08,1846,-69,-3.56,1915,1915,1829,111003,241912090,20152220525,9308185,39.35483870967742,36.8231046931408,2608163,1918.8,1945.45,1999.75,2606083.05
2023-12-11,1979,133,7.16,1846,1987,1842,178910,402394505,21594989200,9308185,49.642857142857146,53.94736842105264,2787073,1930.8,1945.05,1997.05,2613329.4
2023-12-12,1932,-47,-2.37,1979,1983,1893,74299,169081490,21083039025,9308185,48.85764499121266,51.12219451371572,2712774,1929.2,1941.65,1994.1333333333334,2615738.2
2023-12-13,1915,-17,-0.88,1932,1936,1881,37614,84110825,20896875325,9308185,48.18024263431543,47.407407407407405,2675160,1917.4,1938.25,1991.7166666666667,2620221.1
2023-12-14,1893,-22,-1.11,1915,1915,1868,32333,71535735,20664170700,9308185,42.26618705035971,47.29064039408867,2642827,1913.0,1933.75,1988.5833333333333,2623087.35
2023-12-15,1910,17,0.9,1923,1923,1864,35076,77318615,20850334400,9308185,49.12280701754386,48.92601431980907,2677903,1925.8,1932.65,1985.8833333333334,2629585.15
2023-12-18,1893,-17,-0.89,1910,1932,1855,29743,65732920,20664170700,9308185,44.4,44.33734939759036,2648160,1908.6,1930.05,1983.3833333333334,2633145.2
2023-12-19,1859,-34,-1.8,1889,1889,1851,40359,88419690,20291843300,9308185,43.70078740157481,36.144578313253014,2607801,1894.0,1923.85,1980.3166666666666,2633728.15
2023-12-20,2013,154,8.26,1859,2115,1842,271129,633863190,21967316600,9308185,55.932203389830505,59.6078431372549,2878930,1913.6,1927.25,1978.9666666666667,2649385.1
2023-12-21,1902,-111,-5.51,1983,1991,1902,157857,357666320,20757252550,9308185,49.12043301759134,55.07246376811594,2721073,1915.4,1925.55,1977.1166666666666,2658033.55
2023-12-22,1889,-13,-0.67,1910,1927,1864,51498,114372475,20617629775,9308185,47.99465240641711,39.583333333333336,2669575,1911.2,1921.05,1975.05,2662665.25
2023-12-26,1859,-30,-1.58,1893,1906,1834,67989,149025520,20291843300,9308185,44.649933949801856,41.20481927710844,2601586,1904.4,1918.05,1974.4833333333333,2665868.15
2023-12-27,1881,22,1.15,1859,1906,1859,43274,95673555,20524547925,9308185,43.758389261744966,45.95238095238095,2644860,1908.8,1914.65,1975.2666666666667,2669460.35
2023-12-28,1906,25,1.36,1881,1919,1881,29396,65355730,20803793475,9308185,49.36708860759494,51.53664302600473,2674256,1887.4,1913.8,1975.2,2676331.85
2024-01-02,1923,17,0.89,1906,1927,1868,44336,98787740,20989957175,9308185,55.84218512898331,51.53664302600473,2718592,1891.6,1913.15,1975.2666666666667,2683522.45
2024-01-03,1927,4,0.22,1923,1945,1898,26137,58732540,21036498100,9308185,45.09433962264151,54.146341463414636,2744729,1899.2,1913.75,1976.1833333333334,2693319.55
2024-01-04,1936,9,0.44,1936,1962,1906,28512,64443495,21129579950,9308185,50.40650406504066,60.0,2773241,1914.6,1914.6,1967.9333333333334,2702388.85
2024-01-05,1898,-38,-1.98,1936,1940,1898,28827,64969065,20710711625,9308185,48.3430799220273,28.624535315985128,2744414,1918.0,1912.5,1960.4,2702621.7
2024-01-08,1910,12,0.67,1898,1932,1885,21476,47857670,20850334400,9308185,51.68986083499006,52.35294117647059,2765890,1918.8,1909.3,1952.8666666666666,2700808.65
2024-01-09,1919,9,0.45,1940,1940,1898,25404,56904510,20943416250,9308185,50.909090909090914,59.036144578313255,2791294,1918.0,1909.5,1946.1833333333334,2704415.05
2024-01-10,1945,26,1.33,1919,1945,1893,22969,51932735,21222661800,9308185,55.15873015873016,76.54320987654322,2814263,1921.6,1914.45,1942.6333333333334,2714720.05
2024-01-11,2132,187,9.65,1945,2516,1910,4429006,11742673905,23270462500,9308185,70.77625570776256,88.37920489296636,7243269,1960.8,1922.1,1944.7666666666667,2937529.85
2024-01-12,2128,-4,-0.2,2132,2235,2047,744588,1855723985,23223921575,9308185,61.341222879684416,86.27450980392156,6498681,2006.8,1931.9,1946.4,3126825.2
2024-01-15,2060,-68,-3.21,2102,2111,2017,273851,658521065,22479266775,9308185,67.02586206896552,69.187675070028,6224830,2036.8,1939.15,1946.9,3304308.7
2024-01-16,2149,89,4.35,2064,2149,2026,323436,795916505,23456626200,9308185,74.07407407407408,75.11312217194569,6548266,2082.8,1951.95,1950.1,3499580.65
2024-01-17,2068,-81,-3.77,2158,2162,2038,223530,543680785,22572348625,9308185,67.68189509306261,62.840466926070036,6324736,2107.4,1959.85,1951.3833333333334,3681922.3
2024-01-18,2004,-64,-3.09,2064,2064,1945,127582,297444485,21874234750,9308185,59.71563981042654,59.81481481481481,6197154,2081.8,1965.4,1951.6,3859372.0
2024-01-19,2034,30,1.49,2004,2102,2004,125402,301770255,22200021225,9308185,60.03134796238245,61.11111111111111,6322556,2063.0,1974.15,1952.6666666666667,4045109.75
2024-01-22,2030,-4,-0.21,2047,2098,2013,93441,224325300,22153480300,9308185,58.56,60.03616636528029,6229115,2057.0,1975.0,1952.3833333333334,4212619.0
2024-01-23,2038,8,0.42,2030,2085,2021,81475,195856575,22246562150,9308185,58.8235294117647,58.691588785046726,6310590,2034.8,1981.8,1954.65,4392094.85
2024-01-24,2111,73,3.56,2055,2158,2055,181278,449117605,23037757875,9308185,62.62626262626262,47.50593824228028,6491868,2043.4,1992.9,1957.4166666666667,4583209.5
2024-01-25,2072,-39,-1.82,2081,2158,2043,68752,166378845,22618889550,9308185,62.53602305475504,43.85964912280702,6423116,2057.0,2003.55,1959.9666666666667,4774286.0
2024-01-26,2213,141,6.79,2072,2345,2047,1310338,3389799050,24154740075,9308185,68.40826245443499,64.46124763705103,7733454,2092.8,2020.15,1965.9333333333334,5028715.7
2024-01-29,2162,-51,-2.31,2205,2205,2141,148024,375217330,23596248975,9308185,64.04624277456647,51.323828920570264,7585430,2119.2,2032.95,1970.7,5274274.4
2024-01-30,2196,34,1.58,2162,2196,2081,155591,390927850,23968576375,9308185,64.37571592210767,64.41441441441441,7741021,2150.8,2046.6,1975.1833333333334,5525395.85
2024-01-31,2115,-81,-3.69,2179,2260,2098,99988,252412615,23084298800,9308185,48.89178617992177,62.039045553145336,7641033,2151.6,2056.0,1977.7333333333333,5770211.05
2024-02-01,2081,-34,-1.61,2098,2111,2051,104131,252578805,22711971400,9308185,47.05144291091594,55.053763440860216,7536902,2153.4,2063.25,1979.0833333333333,6008394.1
2024-02-02,2081,0,0.0,2081,2141,2060,71332,174814120,22711971400,9308185,51.440329218107,55.53145336225596,7536902,2127.0,2072.4,1980.9333333333334,6248018.5
2024-02-05,2060,-21,-1.02,2081,2094,2051,56621,137010965,22479266775,9308185,43.26777609682299,52.32067510548523,7480281,2106.6,2079.9,1981.7166666666667,6483738.05
2024-02-06,1898,-162,-7.87,2081,2081,1876,243991,547869525,20710711625,9308185,38.544474393531,31.08348134991118,7236290,2047.0,2078.85,1979.8666666666666,6705987.85
2024-02-07,1586,-312,-16.4,1898,1910,1579,422869,860489635,17313224100,9308185,28.888888888888886,20.933014354066984,6813421,1941.2,2060.9,1973.6,6905945.75
2024-02-08,1280,-306,-19.3,1211,1365,1211,2551836,3880584593,13971585685,9308185,20.221169036334913,3.396603396603396,4261585,1781.0,2018.3,1961.8166666666666,6756861.55
2024-02-13,1343,63,4.93,1282,1535,1215,2321941,3864210605,14660391375,9308185,24.075471698113205,9.575518262586371,6583526,1633.4,1979.05,1950.8666666666666,6761103.8
2024-02-14,1394,51,3.75,1343,1409,1283,424640,663750070,15209574290,9308185,26.461988304093566,11.067961165048544,7008166,1500.2,1945.75,1941.05,6800270.6
2024-02-15,1390,-4,-0.24,1450,1450,1356,200044,323145504,15172341550,9308185,22.247882986913012,11.962224554039864,6808122,1398.6,1907.8,1931.1666666666667,6813263.4
2024-02-16,1333,-57,-4.11,1389,1418,1333,140679,224073381,14548693155,9308185,21.94381169324221,11.680327868852459,6667443,1348.0,1871.05,1921.1833333333334,6830398.75
